text,aspect,sentiment
"Always had a good shopping experience using the app. Always easy and when I check out unlike other big supermarkets it only charges a small amount to test my card and it comes off my total shopping at the end. Other supermarkets take £2 and its never reimbursed. [BRAND] is always good at picking my fruit and meat to a good quality, and the app makes it so much easier to do so. The substitutes are always good altho now it tells me before I check out if the items are unavailable so I can substitute my usual things myself. I love the fact I have a regular shopping order in my favourites so I can do my base shop and then also add what I want to which makes my shopping take 20 minutes max. This is important to me because I shop online as I hate going to the supermarket! Thank you [BRAND] for making this a pain free, zero headache way to shop. Hassle free",pricing.value,1
"Always had a good shopping experience using the app. Always easy and when I check out unlike other big supermarkets it only charges a small amount to test my card and it comes off my total shopping at the end. Other supermarkets take £2 and its never reimbursed. [BRAND] is always good at picking my fruit and meat to a good quality, and the app makes it so much easier to do so. The substitutes are always good altho now it tells me before I check out if the items are unavailable so I can substitute my usual things myself. I love the fact I have a regular shopping order in my favourites so I can do my base shop and then also add what I want to which makes my shopping take 20 minutes max. This is important to me because I shop online as I hate going to the supermarket! Thank you [BRAND] for making this a pain free, zero headache way to shop. Hassle free",brand.competitor,1
I always shop with this app,experience.ease-of-use,1
I always shop with this app,app.performance,1
I didn't go on the site my son did on my behalf as i am not good at finding things on the web sites the company he chose he was usable to complete the process so he will try another day for me thanks,app.performance,-1
I didn't go on the site my son did on my behalf as i am not good at finding things on the web sites the company he chose he was usable to complete the process so he will try another day for me thanks,experience.ease-of-use,-1
"We have been using [BRAND] for many years, principally to write reviews to help businesses (usually restaurants) and share our experiences with others. It’s a great app and latterly we’ve started using it for searching destinations and places to go. Love it!",app.performance,1
"We have been using [BRAND] for many years, principally to write reviews to help businesses (usually restaurants) and share our experiences with others. It’s a great app and latterly we’ve started using it for searching destinations and places to go. Love it!",brand.satisfaction,1
"I always enjoy an excellent service be it in your Guiseley food store or the larger Pudsey store and the on line website and delivery set is excellent. I am always so satisfied with the quality of your food and wine, flowers, lingerie, shoes, bodycare, Luxe suntan cream and lotions and oils and your special offers. The jeans and trousers sections are good but the petite range and different level dresses is poor.",app.performance,1
"I always enjoy an excellent service be it in your Guiseley food store or the larger Pudsey store and the on line website and delivery set is excellent. I am always so satisfied with the quality of your food and wine, flowers, lingerie, shoes, bodycare, Luxe suntan cream and lotions and oils and your special offers. The jeans and trousers sections are good but the petite range and different level dresses is poor.",brand.satisfaction,1
Excellent comparison information and user friendly website.,experience.ease-of-use,1
Excellent comparison information and user friendly website.,app.performance,1
"It works well, the video is really a lot. Bad loading sometimes",delivery.speed,-1
"Had no idea how easy it is to switch, should have listened to Martin (Lewis) and done it years ago, would have saved a fortune, [BRAND] is not at all scary and now I have the bit between my teeth I am going to sort my pathetic broadband service out!! Rex",brand.satisfaction,1
"Had no idea how easy it is to switch, should have listened to Martin (Lewis) and done it years ago, would have saved a fortune, [BRAND] is not at all scary and now I have the bit between my teeth I am going to sort my pathetic broadband service out!! Rex",brand.competitor,1
"It works really well, some feature needs some change though.",app.performance,-1
Customer service second to none excellent .,support.attitude,1
at some times it is very difficult to find an [BRAND] who accepts the trip and another bad thing is that the drivers do not make trips to Rio by the value of the app,pricing.value,-1
at some times it is very difficult to find an [BRAND] who accepts the trip and another bad thing is that the drivers do not make trips to Rio by the value of the app,brand.satisfaction,-1
"Sizing is kind of small. Like I’m usually a Uk8 but the Uk 10 did not fit so I returned them and bought a Uk 12 which sounds ridiculous because I’m generally not on the thick size of the spectrum. Also the return , I have not gotten my refund yet so not sure what’s happening with that",support.attitude,-1
"Sizing is kind of small. Like I’m usually a Uk8 but the Uk 10 did not fit so I returned them and bought a Uk 12 which sounds ridiculous because I’m generally not on the thick size of the spectrum. Also the return , I have not gotten my refund yet so not sure what’s happening with that",brand.satisfaction,-1
"I use the new version 8.31.0, but why I cannot creat a new list?",app.performance,-1
"Horrible. I have gone to buy some festival tickets. You had to be fast to get a good price and not exorbitant. I have managed to get into a good promo, and when paying, after asking me for confirmation by fingerprint in the app, I am denied [BRAND] because it is suspicious. But I have confirmed with footprint! Total that I get to the app, I confirm that I have made the payment, and it tells me to try again ... Now there are only very expensive promos and I run out of festivity. The worst is that it is not the first time. Disastrous!!",app.performance,-1
"Horrible. I have gone to buy some festival tickets. You had to be fast to get a good price and not exorbitant. I have managed to get into a good promo, and when paying, after asking me for confirmation by fingerprint in the app, I am denied [BRAND] because it is suspicious. But I have confirmed with footprint! Total that I get to the app, I confirm that I have made the payment, and it tells me to try again ... Now there are only very expensive promos and I run out of festivity. The worst is that it is not the first time. Disastrous!!",pricing.discounts,-1
"Horrible. I have gone to buy some festival tickets. You had to be fast to get a good price and not exorbitant. I have managed to get into a good promo, and when paying, after asking me for confirmation by fingerprint in the app, I am denied [BRAND] because it is suspicious. But I have confirmed with footprint! Total that I get to the app, I confirm that I have made the payment, and it tells me to try again ... Now there are only very expensive promos and I run out of festivity. The worst is that it is not the first time. Disastrous!!",experience.ease-of-use,-1
"Horrible. I have gone to buy some festival tickets. You had to be fast to get a good price and not exorbitant. I have managed to get into a good promo, and when paying, after asking me for confirmation by fingerprint in the app, I am denied [BRAND] because it is suspicious. But I have confirmed with footprint! Total that I get to the app, I confirm that I have made the payment, and it tells me to try again ... Now there are only very expensive promos and I run out of festivity. The worst is that it is not the first time. Disastrous!!",brand.satisfaction,-1
Great offers and i love saving the points towards a treat for myself,pricing.discounts,1
Great offers and i love saving the points towards a treat for myself,pricing.value,1
"1st time booking, had a bad experience I tried to book for next Friday, and it changed back to today date and I couldn't change my reservation and lost out on that money.",experience.ease-of-use,-1
"1st time booking, had a bad experience I tried to book for next Friday, and it changed back to today date and I couldn't change my reservation and lost out on that money.",brand.satisfaction,-1
I can unlock my card because the app is working it's very bad,app.performance,-1
"Transactions are randomly reverted back into your account. After that, you have to remember how much has been reverted because you'll be charged again at some point, or you'll end up with negative funds.",experience.ease-of-use,-1
"Transactions are randomly reverted back into your account. After that, you have to remember how much has been reverted because you'll be charged again at some point, or you'll end up with negative funds.",brand.satisfaction,-1
"Fleur is the young Lady you need to speak to. Very knowledgeable  with a great personality to boot. Fleur couldn't have made it easier for us. Very enthusiastic about her job. If Fleur is not already in a senior position, she should be.   Marcin and Nicola",support.attitude,1
"Fleur is the young Lady you need to speak to. Very knowledgeable  with a great personality to boot. Fleur couldn't have made it easier for us. Very enthusiastic about her job. If Fleur is not already in a senior position, she should be.   Marcin and Nicola",experience.ease-of-use,1
"I have just spoken with Chris who has been most charming, helpful, and patient helping me to choose a competitive energy supplier . It was a pleasure to speak with him.  All companies should have operatives who give such excellent service... Thank you Chris.",support.attitude,1
This website doesn’t come close to [BRAND]. Very hard to navigate and buggy. Also not friendly to employees. Makes it extremely difficult for a [BRAND]’s employee to purchase items online.,support.attitude,-1
This website doesn’t come close to [BRAND]. Very hard to navigate and buggy. Also not friendly to employees. Makes it extremely difficult for a [BRAND]’s employee to purchase items online.,app.performance,-1
This website doesn’t come close to [BRAND]. Very hard to navigate and buggy. Also not friendly to employees. Makes it extremely difficult for a [BRAND]’s employee to purchase items online.,experience.ease-of-use,-1
"Love it! The app states cash withdrawals in ultra Realtime, it updates balance while ATMs are yet to process the payout of bank notes!",experience.ease-of-use,1
"Love it! The app states cash withdrawals in ultra Realtime, it updates balance while ATMs are yet to process the payout of bank notes!",app.performance,1
"Love it! The app states cash withdrawals in ultra Realtime, it updates balance while ATMs are yet to process the payout of bank notes!",brand.satisfaction,1
Perfect prices on quality shoes.,brand.satisfaction,1
Perfect prices on quality shoes.,pricing.value,1
Good exchange rates but the worst customer service I have ever seen in any company of any kind. It feels like I am speaking with a solicitor who is trying to find all the loopholes possible in order to avoid paying what they have to for all promotions they run. I also experienced problems with verifying my email etc. It is not worth it,support.attitude,-1
Good exchange rates but the worst customer service I have ever seen in any company of any kind. It feels like I am speaking with a solicitor who is trying to find all the loopholes possible in order to avoid paying what they have to for all promotions they run. I also experienced problems with verifying my email etc. It is not worth it,account.access,-1
Good exchange rates but the worst customer service I have ever seen in any company of any kind. It feels like I am speaking with a solicitor who is trying to find all the loopholes possible in order to avoid paying what they have to for all promotions they run. I also experienced problems with verifying my email etc. It is not worth it,pricing.value,1
Good exchange rates but the worst customer service I have ever seen in any company of any kind. It feels like I am speaking with a solicitor who is trying to find all the loopholes possible in order to avoid paying what they have to for all promotions they run. I also experienced problems with verifying my email etc. It is not worth it,brand.competitor,-1
"So easy to use, fast and the option to import previous orders is excellent and time saving.",experience.ease-of-use,1
"So easy to use, fast and the option to import previous orders is excellent and time saving.",delivery.speed,1
The app is so easy to use!!! And it’s nice getting sale updates right to my phone from the app!,experience.ease-of-use,1
The app is so easy to use!!! And it’s nice getting sale updates right to my phone from the app!,app.performance,1
Easy to deal with. No hard sell.,experience.ease-of-use,1
Offer wide sizes for the good shoes and you would actually get my business. All your shoes are narrow and the only ones available in wide suck.,brand.satisfaction,-1
"It has to be constantly closed to do even a basic shop, keeps clearing and refreshing the screen and loses items. Even the feedback button doesn’t send!",app.performance,-1
Hello good night. I write this to ask why there is a price when you are looking for which week is cheaper to travel and then when you look for that date it is much more expensive. Thank you,pricing.value,-1
I kepy going around in circles!,experience.ease-of-use,-1
"Can not sign in after updating, tried uninstalling and reinstalling, still doesn't work.",account.access,-1
"Can not sign in after updating, tried uninstalling and reinstalling, still doesn't work.",app.performance,-1
The worst trading app in the world today,app.performance,-1
The worst trading app in the world today,brand.competitor,-1
"The application does not allow me to request services until I pay 2,200 pesos pending but it does not give the option to pay them",app.performance,-1
"The application does not allow me to request services until I pay 2,200 pesos pending but it does not give the option to pay them",experience.ease-of-use,-1
[BRAND] helped me save over 100 pounds on my car insurance so I'm well chuffed.,brand.satisfaction,1
[BRAND] helped me save over 100 pounds on my car insurance so I'm well chuffed.,pricing.value,1
Constant updates just make the app worst . Wtf,app.performance,-1
Never had a problem always on time this is a great way to shop,brand.satisfaction,1
Never had a problem always on time this is a great way to shop,delivery.speed,1
Great app for top service,app.performance,1
Great app for top service,brand.satisfaction,1
I just received a trip of 1500 in which I never came to find me or reach my destination 😣,app.performance,-1
"Since yesterday my topup acount was refused,today I tried to re enter the topup card and it olso was refused as it is not supported.What changed suddenly,why am I being constantly refused.I am dissapointed.Update:just checked my topup acount and there are missing money.You should have send some warning message that my bank is no more supported!",support.attitude,-1
"Since yesterday my topup acount was refused,today I tried to re enter the topup card and it olso was refused as it is not supported.What changed suddenly,why am I being constantly refused.I am dissapointed.Update:just checked my topup acount and there are missing money.You should have send some warning message that my bank is no more supported!",experience.ease-of-use,-1
Handy app to keep up to date with offers,pricing.discounts,1
Handy app to keep up to date with offers,app.performance,1
"I had good help today from Annagh, many thanks",support.attitude,1
ñ I'm getting this app I need to have this pq necessary in my day to day,app.performance,1
ñ I'm getting this app I need to have this pq necessary in my day to day,brand.satisfaction,1
Patience and you find what you’ll love! Awesome service!,brand.satisfaction,1
The clothes arrives immediately and is of excellent quality,brand.satisfaction,1
The clothes arrives immediately and is of excellent quality,delivery.speed,1
"its good, but why you disabled the breakfast included filter?",app.performance,-1
"I am very happy with the application, it often makes my life easier.",app.performance,1
No support from within app.,support.attitude,-1
No support from within app.,app.performance,-1
Brilliant. It is the second time that I have made an order this month and this time it has been super fast. Very happy.,brand.satisfaction,1
Brilliant. It is the second time that I have made an order this month and this time it has been super fast. Very happy.,delivery.speed,1
Good app. Stock search could be improved but the visuals are clear. Push Notifications for when orders go through would be nice.,app.performance,-1
Good app. Stock search could be improved but the visuals are clear. Push Notifications for when orders go through would be nice.,app.performance,1
"Love it , can shop without the kids looking overdo  my shoulder asking for things. Also can add to my list while out and abou",brand.satisfaction,1
Great service by Eve in customer service today Saved me a small fortune on my gas and electric. I wish all customer services could be this good.,support.attitude,1
Great service by Eve in customer service today Saved me a small fortune on my gas and electric. I wish all customer services could be this good.,pricing.value,1
"What is the point if you cannot scan this, as you can with the [BRAND] card?  Waste of time.",experience.ease-of-use,-1
"What is the point if you cannot scan this, as you can with the [BRAND] card?  Waste of time.",brand.satisfaction,-1
A problem using the website. Fixed easily and cheerfully in a 5 minute phone call. Excellent service,support.attitude,1
A problem using the website. Fixed easily and cheerfully in a 5 minute phone call. Excellent service,app.performance,-1
A problem using the website. Fixed easily and cheerfully in a 5 minute phone call. Excellent service,brand.satisfaction,1
Very bad experience since it shows you values in national currency and reserves the invoice in US dollars. Currently in Argentina there are costs to use dollars as a means of payment. For what I consider the app awful and misleading. A shame. One more companies that cheats its users. Once they do ... two ... no! NOT RECOMMENDING IT.,experience.ease-of-use,-1
Very bad experience since it shows you values in national currency and reserves the invoice in US dollars. Currently in Argentina there are costs to use dollars as a means of payment. For what I consider the app awful and misleading. A shame. One more companies that cheats its users. Once they do ... two ... no! NOT RECOMMENDING IT.,brand.satisfaction,-1
Generally good. Sometimes a glitch when I choose click and collect - the app gives me the delivery slots instead of the click and collect slots.,app.performance,-1
It easy to understand. Makes trading easy and fast. Really love this app. I recommend it great tool for beginners.,experience.ease-of-use,1
It easy to understand. Makes trading easy and fast. Really love this app. I recommend it great tool for beginners.,app.performance,1
It easy to understand. Makes trading easy and fast. Really love this app. I recommend it great tool for beginners.,delivery.speed,1
"This app is the BEST, fast and cheap deals to best suit your price range and facilities that you require, I love this app ❤️❤️❤️❤️❤️❤️, try it out.",brand.competitor,1
"This app is the BEST, fast and cheap deals to best suit your price range and facilities that you require, I love this app ❤️❤️❤️❤️❤️❤️, try it out.",app.performance,1
"This app is the BEST, fast and cheap deals to best suit your price range and facilities that you require, I love this app ❤️❤️❤️❤️❤️❤️, try it out.",pricing.value,1
"This app is the BEST, fast and cheap deals to best suit your price range and facilities that you require, I love this app ❤️❤️❤️❤️❤️❤️, try it out.",delivery.speed,1
"Very good, easy use, accepted everywhere I tried so far in Australia.",experience.ease-of-use,1
"Very good, easy use, accepted everywhere I tried so far in Australia.",brand.satisfaction,1
Glitchy but great for newbs. Be careful of margin use.,app.performance,-1
Glitchy but great for newbs. Be careful of margin use.,experience.ease-of-use,1
"He has never used the [BRAND] service, but the references are good",brand.satisfaction,1
"Most comfortable,stylish trainers that fit to size . Loving them.",brand.satisfaction,1
"I regularly use the app. I havent even tried the website. I might give it a try though, as i agree with a lot of the reviewers. Often bashed tins, or bad fruit. A lot of short dates. Sometimes my experience is perfect, and everything ive asked for is there. Other times, subs?!? The annoying thing about the subs is, they dont tell you they dont have your items till after 11.59?? By that time you cant do anything about it. Ocassionally they will tell you, your items, out of stock. But mostly they dont. Instead of getting a sub that they pick, id rather decide on the sub myself. But you cant do anything with the app after 12am. So you are either stuck with the sub, or just dont get your item, which is VERY annoying, as they more than likely have it in the next day in their deliveries. [BRAND] do need a better system. Delivery drivers are always really nice, always a smile, so i appreciate that. Might give other supermarkets a try tho, just to see if they are any better.",support.attitude,1
"I regularly use the app. I havent even tried the website. I might give it a try though, as i agree with a lot of the reviewers. Often bashed tins, or bad fruit. A lot of short dates. Sometimes my experience is perfect, and everything ive asked for is there. Other times, subs?!? The annoying thing about the subs is, they dont tell you they dont have your items till after 11.59?? By that time you cant do anything about it. Ocassionally they will tell you, your items, out of stock. But mostly they dont. Instead of getting a sub that they pick, id rather decide on the sub myself. But you cant do anything with the app after 12am. So you are either stuck with the sub, or just dont get your item, which is VERY annoying, as they more than likely have it in the next day in their deliveries. [BRAND] do need a better system. Delivery drivers are always really nice, always a smile, so i appreciate that. Might give other supermarkets a try tho, just to see if they are any better.",app.performance,-1
"I regularly use the app. I havent even tried the website. I might give it a try though, as i agree with a lot of the reviewers. Often bashed tins, or bad fruit. A lot of short dates. Sometimes my experience is perfect, and everything ive asked for is there. Other times, subs?!? The annoying thing about the subs is, they dont tell you they dont have your items till after 11.59?? By that time you cant do anything about it. Ocassionally they will tell you, your items, out of stock. But mostly they dont. Instead of getting a sub that they pick, id rather decide on the sub myself. But you cant do anything with the app after 12am. So you are either stuck with the sub, or just dont get your item, which is VERY annoying, as they more than likely have it in the next day in their deliveries. [BRAND] do need a better system. Delivery drivers are always really nice, always a smile, so i appreciate that. Might give other supermarkets a try tho, just to see if they are any better.",brand.competitor,-1
I found your sight very good and easy to understand,experience.ease-of-use,1
I found your sight very good and easy to understand,brand.satisfaction,1
WOW shocking customer service from [BRAND] Complaints Executive [BRAND].com.  Emailed them on the 30th May regarding their link you 'Admiral Insurance' landing on a 'Unsecured' [(NOT HTTPS encrypted) web page form open to Hackers. got an answer from Mr Lester on the 6th June asking to confirm my D.o.B. & Post code. then no reply. A serious breach of my personal details including bank and card detail should be investigated immediately not in a week or two. Both the UK & EU have tightened up personal data information held and handled by companies (hence all the emails you have received lately). I would suggest somebody senior at [BRAND].com looks in to this as you are breaking the law ! As far as Admiral Insurance is concerned I have put it in the hands of the Information Commissioner.,support.attitude,-1
WOW shocking customer service from [BRAND] Complaints Executive [BRAND].com.  Emailed them on the 30th May regarding their link you 'Admiral Insurance' landing on a 'Unsecured' [(NOT HTTPS encrypted) web page form open to Hackers. got an answer from Mr Lester on the 6th June asking to confirm my D.o.B. & Post code. then no reply. A serious breach of my personal details including bank and card detail should be investigated immediately not in a week or two. Both the UK & EU have tightened up personal data information held and handled by companies (hence all the emails you have received lately). I would suggest somebody senior at [BRAND].com looks in to this as you are breaking the law ! As far as Admiral Insurance is concerned I have put it in the hands of the Information Commissioner.,brand.satisfaction,-1
Love the app makes life when your a busy single work mum so much easier,app.performance,1
Good selection options and very easy to use. It contains many comments and photos of travelers to choose the locations.,experience.ease-of-use,1
Good selection options and very easy to use. It contains many comments and photos of travelers to choose the locations.,brand.satisfaction,1
Such a wonderful app. Still using it.,app.performance,1
"Great app, extremely user friendly!",experience.ease-of-use,1
"Great app, extremely user friendly!",app.performance,1
Just had a call with Tom H about setting up an ISA account. He was very clear and very helpful.,support.attitude,1
"A recent convert to online shopping and home delivery, but loving the app. Really useful to book your slot and add things as/when you remember them - even while cooking the dinner! Would be better if it synced with your main account as items on my ‘usuals’ on my pc don’t always show in the app. Is this something [BRAND] can fix?",app.performance,1
No other reason to be styled,brand.satisfaction,1
Very good way to start investing fast fun and easy,experience.ease-of-use,1
Very good way to start investing fast fun and easy,delivery.speed,1
I have come to use my [BRAND] 2for1 at the cinema only to find my membership not there. I cannot get help online . My car insurance is 5 months old. I used the app last month with no problem. Stuck with what to do next. Really poor,support.attitude,-1
I have come to use my [BRAND] 2for1 at the cinema only to find my membership not there. I cannot get help online . My car insurance is 5 months old. I used the app last month with no problem. Stuck with what to do next. Really poor,app.performance,-1
very good always love m and s for quality and value,app.performance,1
very good always love m and s for quality and value,brand.satisfaction,1
very good always love m and s for quality and value,pricing.value,1
Love [BRAND] the shoes and bags are fantastic,brand.satisfaction,1
"Brilliant app, brilliant service !!",app.performance,1
"Brilliant app, brilliant service !!",brand.satisfaction,1
"Everything is cool, thanks for the convenience.",brand.satisfaction,1
Since using the app and pairing my [BRAND] Advantage card I'm not missing any deals or reward points... in one transaction I got more points than I'd have picked up in a standard month. I wish I'd done it sooner. It really is the dogs danglies!!,pricing.discounts,1
Since using the app and pairing my [BRAND] Advantage card I'm not missing any deals or reward points... in one transaction I got more points than I'd have picked up in a standard month. I wish I'd done it sooner. It really is the dogs danglies!!,app.performance,1
Since using the app and pairing my [BRAND] Advantage card I'm not missing any deals or reward points... in one transaction I got more points than I'd have picked up in a standard month. I wish I'd done it sooner. It really is the dogs danglies!!,brand.satisfaction,1
Since using the app and pairing my [BRAND] Advantage card I'm not missing any deals or reward points... in one transaction I got more points than I'd have picked up in a standard month. I wish I'd done it sooner. It really is the dogs danglies!!,pricing.value,1
Raj Sian was most helpful. British Gas hadn't acted on my switch and I was having trouble getting it sorted.Raj intervened and the switch is now being processed and will be backdated.,support.attitude,1
Loved all the clothings! But there's no way to buy any as I live in India.. Can you please start your shifting to India?,brand.satisfaction,1
Loved all the clothings! But there's no way to buy any as I live in India.. Can you please start your shifting to India?,delivery.speed,-1
"Well, I have rang and emailed I have ranted and continued to complain but it has made no difference. 2017 I bought my broadband through [BRAND] in which I was to receive a £25 John Lewis voucher and £150 BT voucher. The BT voucher came as that was sent directly from BT however [BRAND] ignore emails and fob off calls as they refuse to send the John Lewis vouchers. Never again will I bring any business to them. Rude, unhelpful people and just like [BRAND] they tell me to contact them through social media in which I do not have. Lovely.",support.attitude,-1
"Well, I have rang and emailed I have ranted and continued to complain but it has made no difference. 2017 I bought my broadband through [BRAND] in which I was to receive a £25 John Lewis voucher and £150 BT voucher. The BT voucher came as that was sent directly from BT however [BRAND] ignore emails and fob off calls as they refuse to send the John Lewis vouchers. Never again will I bring any business to them. Rude, unhelpful people and just like [BRAND] they tell me to contact them through social media in which I do not have. Lovely.",pricing.discounts,-1
Brilliant easy and to used,experience.ease-of-use,1
Brilliant easy and to used,brand.satisfaction,1
Great app for finding rental locations,app.performance,1
Help us find all our vacation needs.,brand.satisfaction,1
"Cheap, easy to use, effective.",experience.ease-of-use,1
"Cheap, easy to use, effective.",pricing.value,1
Excellent service. Fit for purpose.,brand.satisfaction,1
"Can no longer use the app, says I need to update. There's no update available!!! Going to confused for my insurance now.",app.performance,-1
Could do with a barcode or QR code like [BRAND] for the card so this can be scanned at the till.,experience.ease-of-use,-1
Could do with a barcode or QR code like [BRAND] for the card so this can be scanned at the till.,brand.competitor,-1
"New app I absolutely unusable, superslow and frustrating. Looks more like a website than an app",app.performance,-1
Great spammers and difficult to unsubscribe,support.attitude,-1
Great spammers and difficult to unsubscribe,account.access,-1
Great spammers and difficult to unsubscribe,experience.ease-of-use,-1
right time good behaviour safety drive,delivery.speed,1
It's great. It was the only card I could use in the Netherlands. All other cards were not working. And with benefit that your accounting is immediately done.,brand.competitor,1
It's great. It was the only card I could use in the Netherlands. All other cards were not working. And with benefit that your accounting is immediately done.,experience.ease-of-use,1
It's great. It was the only card I could use in the Netherlands. All other cards were not working. And with benefit that your accounting is immediately done.,brand.satisfaction,1
It's great. It was the only card I could use in the Netherlands. All other cards were not working. And with benefit that your accounting is immediately done.,delivery.speed,1
"Great choice of rooms, great prices.",pricing.value,1
It was quick and easy to see the best quotes for my car insurance. I didn't need to re-input all my details as they were stored from last year.,brand.competitor,1
It was quick and easy to see the best quotes for my car insurance. I didn't need to re-input all my details as they were stored from last year.,experience.ease-of-use,1
It was quick and easy to see the best quotes for my car insurance. I didn't need to re-input all my details as they were stored from last year.,delivery.speed,1
the app insists that I send a text message to a number that seems from another country and therefore never activate the application,app.performance,-1
Top works very well with contact on site,support.attitude,1
Top works very well with contact on site,app.performance,1
I received excellent quotes and options to choose. I am very satisfied with the service offered to me.,brand.satisfaction,1
I received excellent quotes and options to choose. I am very satisfied with the service offered to me.,pricing.value,1
One of the best apps I've used over the years. Awesome. Terrific. Amazingly user-friendly. It gives me a wonderful user experience.,experience.ease-of-use,1
One of the best apps I've used over the years. Awesome. Terrific. Amazingly user-friendly. It gives me a wonderful user experience.,app.performance,1
One of the best apps I've used over the years. Awesome. Terrific. Amazingly user-friendly. It gives me a wonderful user experience.,brand.competitor,1
I expect you have worked hard on the website. However I have nearly 5000 in points but  I was could not find out how I could use them when I placed I made an online order for over £100.,app.performance,-1
I expect you have worked hard on the website. However I have nearly 5000 in points but  I was could not find out how I could use them when I placed I made an online order for over £100.,experience.ease-of-use,-1
I expect you have worked hard on the website. However I have nearly 5000 in points but  I was could not find out how I could use them when I placed I made an online order for over £100.,pricing.discounts,-1
I pay £120 a year for Metal under the belief that I get enhanced support. So why have I been waiting over 12 hours for a reply to my query?,support.attitude,-1
I pay £120 a year for Metal under the belief that I get enhanced support. So why have I been waiting over 12 hours for a reply to my query?,pricing.value,-1
"I bought my daughter's sneakers, she is very pleased. I ordered it for the first time and worried .. but everything went well, thanks",brand.satisfaction,1
"So far so excellent, still browsing Ins. date still 30 days away, this site gives you all the information, to finding the best fit for you.",app.performance,1
"So far so excellent, still browsing Ins. date still 30 days away, this site gives you all the information, to finding the best fit for you.",brand.satisfaction,1
"So far so good, never thought I could afford to have stock",brand.satisfaction,1
"So far so good, never thought I could afford to have stock",pricing.value,1
"This app will get you throwing your phone.l against the wall.  Someone’s phoned you whilst you were browsing through the offers section? Well guess what? You have to start at the beginning again. You can’t pick up where you left off.   Accidentally clicked on a message that’s popped up whilst your were scrolling through the Health and Beauty section? Guess what, you have to start from the homepage again.   I’m close to deleting this app and sticking to the online version unless they do something about the little bugs going on with it.",app.performance,-1
"This app will get you throwing your phone.l against the wall.  Someone’s phoned you whilst you were browsing through the offers section? Well guess what? You have to start at the beginning again. You can’t pick up where you left off.   Accidentally clicked on a message that’s popped up whilst your were scrolling through the Health and Beauty section? Guess what, you have to start from the homepage again.   I’m close to deleting this app and sticking to the online version unless they do something about the little bugs going on with it.",experience.ease-of-use,-1
Very good app I love it,app.performance,1
It would be helpful if customers could review the food offered. Would help with choosing. Also the searching can be a bit off - for example if I search for Ginger bread or Gingerbread it will being up different items.  If I search for Barney bears I get a choice of 1 Barney bear product. If I search for Barney I get all the Barney bear products. The same with fever tree tonic. Search for that and you get some choices. Search for fever tree (with out ‘tonic’) and you get more.  It is a bit annoying!! Especially as all the words are contained in the product title.,app.performance,-1
Thank you your quick response,support.attitude,1
Application to the top simple and fast customer service great nothing to say,support.attitude,1
Application to the top simple and fast customer service great nothing to say,experience.ease-of-use,1
Application to the top simple and fast customer service great nothing to say,app.performance,1
"Easy and convenient, this app is definitely easier than the website and also great for when i forget my clubcard for scan and shop",experience.ease-of-use,1
"Easy and convenient, this app is definitely easier than the website and also great for when i forget my clubcard for scan and shop",app.performance,1
This ap is so much faster than the last one. Love it!,app.performance,1
"Can't delete profile for the next 6 years, they tell you they are ""imposed to protect your data for the next 6 years"" so basically you're not going anywhere, boy",account.access,-1
"Can't delete profile for the next 6 years, they tell you they are ""imposed to protect your data for the next 6 years"" so basically you're not going anywhere, boy",brand.satisfaction,-1
"Very easy to use, no bug of the app, simplified money transfer. The only downside is that there is no car rental insurance.",experience.ease-of-use,1
"Very easy to use, no bug of the app, simplified money transfer. The only downside is that there is no car rental insurance.",app.performance,1
"after using [BRAND] I saved over £300 on my like for like policy, very happy indeed.",brand.satisfaction,1
"after using [BRAND] I saved over £300 on my like for like policy, very happy indeed.",pricing.value,1
"Very slow & laggy, takes forever to do a small weekly shop",app.performance,-1
"Very slow & laggy, takes forever to do a small weekly shop",delivery.speed,-1
"Spoke with Carlie, she was very friendly, helpful,l and knowledgeable.  I would recommend [BRAND],if you are looking to compare energy suppliers",support.attitude,1
"Spoke with Carlie, she was very friendly, helpful,l and knowledgeable.  I would recommend [BRAND],if you are looking to compare energy suppliers",brand.satisfaction,1
"Spoke with Carlie, she was very friendly, helpful,l and knowledgeable.  I would recommend [BRAND],if you are looking to compare energy suppliers",brand.competitor,1
"DO NOT USE THIS APP!  OK, let me start by saying this is the worst review I have ever left for any product/app! If it were possible to give a zero-star rating I would. Regardless of how others feel about this app, its ease of use or the setting of the preferences or how good they think it is for collecting their points - it isn't!  This app has serious security flaws!!! Do not use this app!!!  If you search Facebook groups for one called [BRAND] Missing Points you will find hundreds of people who have been defrauded out of their points by using this app. People are having their points stolen on a daily basis. After saving their points all year to spend at Christmas they have checked their accounts and found them all gone! Fraudsters have hacked into their account and claimed the points as their own and [BRAND] without checking they are legally entitled to them have given the points away!!!  [BRAND] are aware that this is happening, (it has been happening since late 2018) and have done nothing about it! They ([BRAND]) also have no future plans to do anything about it!!! [BRAND] are continually blaming the customer saying, ""it's your account that was hacked not ours"" and leaving it at that after customers diligently saved their points for Christmas or some other special occasion.  Save yourself the heartache and trouble that may await you down the line and DO NOT USE THIS APP! You have been warned. PS. Check out Twitter - @Im_Cheaper_ there are a lot of posts on this, [BRAND] apparently don't care! Well I do!",support.attitude,-1
