text,aspect,sentiment
"This was a really good app but after the recent update I've noticed that it's had a few problems including: The search option isn't working and always automatically goes to saying that theirs nothing in store of the product I've searched which I know for a fact they have, as well as some other minor bugs, I really hope yous get this fixed as I really enjoyed using the app to browse for my shopping but these bugs and minor faults have made it quite hard and off-putting to continue using the app, thanks",app performance,0
And a buggy app. Seems like this is aimed at rich soccer moms.,app performance,0
Would be 5 stars if there graphs gave more detailed information and scaling.,app performance,0
Nice application for this app,app performance,1
Rubbish every time open insurance get deferent price after,pricing value,0
"It is an ideal place to know places that you want to know through the realistic experience of other users and tourists, they give good data and good warnings, I always use it, it is very useful, it is true information, you can find out before traveling and know data you use , and also express your own experience, see photos and evaluation of places, recommendations and prohibitions",app performance,1
"It is an ideal place to know places that you want to know through the realistic experience of other users and tourists, they give good data and good warnings, I always use it, it is very useful, it is true information, you can find out before traveling and know data you use , and also express your own experience, see photos and evaluation of places, recommendations and prohibitions",brand satisfaction,1
After months of ordering easily by myself needed assistance from grandson,app performance,0
After months of ordering easily by myself needed assistance from grandson,ease of use,0
Why role out a new app (that replaces the old app) that doesn't work?,app performance,0
"I use the Wimbledon store for my medication and shop as well. I go 4 weekly. The staff are friendly, helpful on the pharmaceutical side but when I go to the male/female perfume side they try their best, although friendly and helpful they lack product knowledge. This would have got 5 stars if their knowledge was updated. No bad reflection on this branch, a training issue.",support attitude,0
"I use the Wimbledon store for my medication and shop as well. I go 4 weekly. The staff are friendly, helpful on the pharmaceutical side but when I go to the male/female perfume side they try their best, although friendly and helpful they lack product knowledge. This would have got 5 stars if their knowledge was updated. No bad reflection on this branch, a training issue.",support attitude,1
"Great site and was very easy to use, would use again",app performance,1
"Great site and was very easy to use, would use again",brand satisfaction,1
"easy to use, best food app I've used very user friendly",ease of use,1
"easy to use, best food app I've used very user friendly",app performance,1
"easy to use, best food app I've used very user friendly",competitor comparison,1
"Because every time I put him to take a trip, he marks me an error .....",app performance,0
"Constantly unavailable products in the Chosen (this section, by the way, is here your own, not related to the fact that you clicked on the site), the layout is just an UX bottom. I look forward to expressing gratitude for the feedback and a huge device for the opinions of users, as always.",app performance,0
"Constantly unavailable products in the Chosen (this section, by the way, is here your own, not related to the fact that you clicked on the site), the layout is just an UX bottom. I look forward to expressing gratitude for the feedback and a huge device for the opinions of users, as always.",brand satisfaction,0
clear choices with the cover you would recieve ..and a seamless change to the provider of the insurance.. .quick and business like helpfull and easy to use,ease of use,1
clear choices with the cover you would recieve ..and a seamless change to the provider of the insurance.. .quick and business like helpfull and easy to use,delivery speed,1
"difficult to use. poor search function for tradable products, poor market graphs and ugly look and feel. hope you can improve it.",app performance,0
"difficult to use. poor search function for tradable products, poor market graphs and ugly look and feel. hope you can improve it.",ease of use,0
Love this app so much! They know what their customers love and need and this app makes shopping easy and worth while!,ease of use,1
Love this app so much! They know what their customers love and need and this app makes shopping easy and worth while!,app performance,1
"An okay app, I don't seem to get as many or as good offers now which is disappointing.",app performance,1
"An okay app, I don't seem to get as many or as good offers now which is disappointing.",pricing discounts,0
This is somewhat a scam,brand satisfaction,0
"everytime the app is updated you always have to sign in again, surely it's not difficult to retain the log in data",account access,0
"everytime the app is updated you always have to sign in again, surely it's not difficult to retain the log in data",app performance,0
The app does not work!,app performance,0
I have booked five or six last minute hotels on a driving tour in the US using this app. As I am Canadian and my account is Canadian dollars it gives me the Canadian pricing and bills my credit card directly. Perfect,ease of use,1
I have booked five or six last minute hotels on a driving tour in the US using this app. As I am Canadian and my account is Canadian dollars it gives me the Canadian pricing and bills my credit card directly. Perfect,app performance,1
I have booked five or six last minute hotels on a driving tour in the US using this app. As I am Canadian and my account is Canadian dollars it gives me the Canadian pricing and bills my credit card directly. Perfect,pricing value,1
"This system always seems to down for me! Whenever I try to print off a schedule and vouchers it tells me the system is too busy, try later. Used the phone number and someone answered after 20 minutes,then put me on hold, then came back and said they were going to transfer me and 10 minutes later I was cut off. Technology rules - eh!!",app performance,0
The cancel account button would not work. There is zero in the account.,account access,0
The cancel account button would not work. There is zero in the account.,app performance,0
Worry free travel! One card to rule them all! :),ease of use,1
Unsure whether it's an iPhone or app issue but it constantly shows London as my location and when I try location services to get correct location it takes me to phone settings and there's no way for me to give location services permission as no option shows. Having to manually search for my town each time but otherwise no issues. Great for checking films and local restaurants whilst saving cash at same time.,app performance,0
Unsure whether it's an iPhone or app issue but it constantly shows London as my location and when I try location services to get correct location it takes me to phone settings and there's no way for me to give location services permission as no option shows. Having to manually search for my town each time but otherwise no issues. Great for checking films and local restaurants whilst saving cash at same time.,app performance,1
Unsure whether it's an iPhone or app issue but it constantly shows London as my location and when I try location services to get correct location it takes me to phone settings and there's no way for me to give location services permission as no option shows. Having to manually search for my town each time but otherwise no issues. Great for checking films and local restaurants whilst saving cash at same time.,pricing value,1
This app is easy to use and keeps you up to date with offers,ease of use,1
This app is easy to use and keeps you up to date with offers,app performance,1
the best online store we could only wish for,app performance,1
the best online store we could only wish for,competitor comparison,1
Trying to enter raffles. Wont find stores near me. It's a lot of foot lockers near me. This app sucks!,app performance,0
Trying to enter raffles. Wont find stores near me. It's a lot of foot lockers near me. This app sucks!,pricing discounts,0
Easy and user friendly system with a large selection of companies quotes,app performance,1
It does not let create user and does not explain why,account access,0
It does not let create user and does not explain why,app performance,0
Really easy to shop with this app,ease of use,1
Really easy to shop with this app,app performance,1
why is your app using device location information every 30 minutes? its apparently been doing this for months on my device and ive obly just seen this in permissions :o edit: could i change this to once a day or only when the app is opened?,app performance,0
I've been waiting for a month on bank verification. Then I get a message saying the window expired so they removed my bank info. Thanks RH. Uninstalling.,account access,0
I've been waiting for a month on bank verification. Then I get a message saying the window expired so they removed my bank info. Thanks RH. Uninstalling.,app performance,0
I've been waiting for a month on bank verification. Then I get a message saying the window expired so they removed my bank info. Thanks RH. Uninstalling.,brand satisfaction,0
Easy peasy. Its so simple and fast. Love!,ease of use,1
Easy peasy. Its so simple and fast. Love!,brand satisfaction,1
Easy peasy. Its so simple and fast. Love!,delivery speed,1
Needs multiple admin on vaults. Excellent apart from that.,account access,0
I can not create my business profile. And lately they have very bad service.,account access,0
I can not create my business profile. And lately they have very bad service.,brand satisfaction,0
"Wonderful, useful and reliable app / 100% recommend",app performance,1
I like that you can in between ordering and answer a call and return & it logs you back in automatically.....easy app to use,ease of use,1
I like that you can in between ordering and answer a call and return & it logs you back in automatically.....easy app to use,app performance,1
I like that you can in between ordering and answer a call and return & it logs you back in automatically.....easy app to use,account access,1
"Easy to learn, simple to navigate around in the app",ease of use,1
"Easy to learn, simple to navigate around in the app",app performance,1
Whenever trying to access profile the app shuts down as well as when trying to transfer energy I cannot add myself.,account access,0
Whenever trying to access profile the app shuts down as well as when trying to transfer energy I cannot add myself.,app performance,0
Great app for getting the info you need to plan your trips . Easy to navigate mostly .,ease of use,1
Great app for getting the info you need to plan your trips . Easy to navigate mostly .,app performance,1
I was shopping online on my computer but had to book on my phone or be charged $5.00. App was easy but would have been simpler to stay on computer. As a +50 year old easier to see on laptop.,ease of use,0
I was shopping online on my computer but had to book on my phone or be charged $5.00. App was easy but would have been simpler to stay on computer. As a +50 year old easier to see on laptop.,app performance,1
I was shopping online on my computer but had to book on my phone or be charged $5.00. App was easy but would have been simpler to stay on computer. As a +50 year old easier to see on laptop.,pricing value,0
No way to get your money back if identity verification does not work.,support attitude,0
No way to get your money back if identity verification does not work.,account access,0
No way to get your money back if identity verification does not work.,app performance,0
"Easy to use and smart, but hate the way the account summary page doesn't update the totals - have to to each one to see updated totals",app performance,0
"Easy to use and smart, but hate the way the account summary page doesn't update the totals - have to to each one to see updated totals",ease of use,1
Got a good quote off here. Glad to use,brand satisfaction,1
Got a good quote off here. Glad to use,pricing value,1
Great app for learning the market.,app performance,1
"App goes well to find the packages, but when it's time to close, there's no option to install the purchase on the card.",app performance,1
"App goes well to find the packages, but when it's time to close, there's no option to install the purchase on the card.",ease of use,0
Great. Easy to use and reserve a room!,ease of use,1
Great. Easy to use and reserve a room!,brand satisfaction,1
Whenever I use this app it always has a problem with something. Never is it completely smooth and seamless. It's a shame.,app performance,0
"very fast and perfect, information at all times by sms",support attitude,1
"very fast and perfect, information at all times by sms",brand satisfaction,1
"very fast and perfect, information at all times by sms",delivery speed,1
Makes ordering my grocery delivery so easy. Giving 4 starts only because sometimes it doesn't load properly and tells you your item couldn't been added to your basket so you add it again and then you ended up with more quantity that you originally wanted. But nothing that double checking couldn't fix. Also I like that now you can change your reserved delivery slot time right away if you got it wrong.,ease of use,1
Makes ordering my grocery delivery so easy. Giving 4 starts only because sometimes it doesn't load properly and tells you your item couldn't been added to your basket so you add it again and then you ended up with more quantity that you originally wanted. But nothing that double checking couldn't fix. Also I like that now you can change your reserved delivery slot time right away if you got it wrong.,ease of use,0
"Very easy to use, huge fan of the live charts. Makes investing easy with news to some stocks.",ease of use,1
"Very easy to use, huge fan of the live charts. Makes investing easy with news to some stocks.",brand satisfaction,1
"I love shopping and with all the stores closed, I'm glad I downloaded this app. SO EASY to use. I've been able to buy things things that I didn't know that I needed or wanted.",ease of use,1
"I love shopping and with all the stores closed, I'm glad I downloaded this app. SO EASY to use. I've been able to buy things things that I didn't know that I needed or wanted.",app performance,1
I can not set up the family profile. I've tried it several times and every time I've made a mistake.,account access,0
I can not set up the family profile. I've tried it several times and every time I've made a mistake.,app performance,0
I can not set up the family profile. I've tried it several times and every time I've made a mistake.,ease of use,0
Quick and easy to set up!,ease of use,1
Quick and easy to set up!,delivery speed,1
"It has a lot of useful information. In addition to user opinions, I value the forums very much. Most of the participants buy you very good info!",brand satisfaction,1
Most easy and fast ordering,ease of use,1
Most easy and fast ordering,delivery speed,1
"Can't sort by size, I click men's clothing and get like 89088 items but can't sort by size, pointless...",app performance,0
"Can't sort by size, I click men's clothing and get like 89088 items but can't sort by size, pointless...",brand satisfaction,0
Just like a normal credit card .. Use it abroad ..Converts money to the best rate.. Can get £200 out per month with no charges.,ease of use,1
Just like a normal credit card .. Use it abroad ..Converts money to the best rate.. Can get £200 out per month with no charges.,pricing value,1
"Great way to find hotels, resturants & things to do. Lots of reviews that are very helpful",app performance,1
I cant checkout on the app or even on the website. I've been trying for the past 3 days a d I haven't been able too. They really need to fix that,app performance,0
"With the new update, the application started to give continuous connection error. I can neither look at the basket nor the products.",app performance,0
New to it. But it looks cool,brand satisfaction,1
Consistently reliable with getting the best deals. Can be a little slow with communication.,support attitude,0
Consistently reliable with getting the best deals. Can be a little slow with communication.,brand satisfaction,1
Consistently reliable with getting the best deals. Can be a little slow with communication.,pricing value,1
Consistently reliable with getting the best deals. Can be a little slow with communication.,competitor comparison,1
"I just want to point out the error in your ad. The verb 'to be' in the English language, in common with many other languages, is different between singular and plural e.g. There is and there are. The use of the apostrophe in there's indicates the singular. The plural would be, there're. Check your ad.,",app performance,0
"The app is really easy to use, it has all the functions in the correct place, easy to navigate! Really like how you can now top up your ISA account using the app. Hopefully, more features can be added like the payment of dividends. Effort free dealing! 10/10!",ease of use,1
"The app is really easy to use, it has all the functions in the correct place, easy to navigate! Really like how you can now top up your ISA account using the app. Hopefully, more features can be added like the payment of dividends. Effort free dealing! 10/10!",app performance,1
Great to use and get into buying shares,brand satisfaction,1
Easy and gives good options,ease of use,1
Easy and gives good options,app performance,1
The lay out is is really easy to use and because I am a beginner I really appreciate that.,app performance,1
Can not get this app on my cel,app performance,0
"Love using this app, really good on a budget, just buy what you need don't go into store buy stuff you don't require. One piece of advice though for the click and collect stores that use the refrigerated cabinet and storage to pick up, Huddersfield in Mind here. These need regular cleaning out, I have experience food spillage in the storage cabinet, not very pleasant when your freshly bought produce is sat on top of spilt dry milk etc.",app performance,1
"Love using this app, really good on a budget, just buy what you need don't go into store buy stuff you don't require. One piece of advice though for the click and collect stores that use the refrigerated cabinet and storage to pick up, Huddersfield in Mind here. These need regular cleaning out, I have experience food spillage in the storage cabinet, not very pleasant when your freshly bought produce is sat on top of spilt dry milk etc.",pricing value,1
Besides sneaker drops site is amazing... just needs a better way to get exclusive shoes,app performance,1
Besides sneaker drops site is amazing... just needs a better way to get exclusive shoes,brand satisfaction,0
"Smooth, stable, easy to use it!",ease of use,1
"Smooth, stable, easy to use it!",app performance,1
Great deals easy to use,ease of use,1
Great deals easy to use,pricing value,1
"My days spent in the Nh Collection Porta Rossa continue to be unforgettable. Beautiful Florence and the wonderful hotel. Situation, rooms, breakfast but very especially the people who attended me. I will remember my lovely stay again. Thank you for everything you did for me.",brand satisfaction,1
"Scam platform .. These people took away all my money. It was a painful experience with them. But I got back all my lost through the help on Mr hoffman , check on my headline for his contact",brand satisfaction,0
So far so good. A bit glitchy at times but it does its job.,app performance,0
So far so good. A bit glitchy at times but it does its job.,brand satisfaction,1
Just spoke to Kayleigh who was extremely helpful and found me an excellent deal to switch utility suppliers. Only took 10 minutes and I have saved over £30 a month. Definitely worth using and will always ring them when my contract is coming to an end.,support attitude,1
Just spoke to Kayleigh who was extremely helpful and found me an excellent deal to switch utility suppliers. Only took 10 minutes and I have saved over £30 a month. Definitely worth using and will always ring them when my contract is coming to an end.,pricing value,1
I received my package opened. The dress I ordered was dirty and unlabeled.,delivery speed,0
I received my package opened. The dress I ordered was dirty and unlabeled.,brand satisfaction,0
I asked for a taxi and everything was fine I wanted to return another taxi to another destination and the application was uploaded,app performance,1
I asked for a taxi and everything was fine I wanted to return another taxi to another destination and the application was uploaded,brand satisfaction,1
Shopping bag is resetting constantly... impossible to buy anything via the app until they fix it. But if you wanna browse and not buy then have fun.,app performance,0
The app is very simple and easy and makes investing very easy for beginners,ease of use,1
The app is very simple and easy and makes investing very easy for beginners,app performance,1
"Friends Some parts of the product I ordered were stained and packaging was bad, wrapped in torn paper without being put in a cardboard box.",brand satisfaction,0
"Didn't expect, very fast delivery of the package.",delivery speed,1
It is a scam do not fall they will not return your money,brand satisfaction,0
Saved me £200 so would definitely recommend this site.,app performance,1
Saved me £200 so would definitely recommend this site.,pricing value,1
Just starting to figure it out to make money but having fun with it so far.,ease of use,0
Best website for beautiful shoes,app performance,1
Best website for beautiful shoes,competitor comparison,1
"Takes the hassle out of trading, plus commission free is a closer!",ease of use,1
"Takes the hassle out of trading, plus commission free is a closer!",pricing value,1
you can not make pre-programmed reservations.,ease of use,0
I used it.it's better..value !! But I can not get in anymore !!,account access,0
I used it.it's better..value !! But I can not get in anymore !!,pricing value,1
"To hell with his withholdings of money, it is completely absurd!",brand satisfaction,0
Application garbage they are doing too late at everything,app performance,0
"Great, but I didn't get no free stocks so that's a lie",brand satisfaction,1
"Great, but I didn't get no free stocks so that's a lie",pricing discounts,0
Julesteroo Jess August Natalie Librarians Are Great Allison Miller's mom too!!! And Robbie!!!!!,support attitude,1
App not the same can't search anything and it doesn't save my card even though I selected it.,app performance,0
App not the same can't search anything and it doesn't save my card even though I selected it.,ease of use,0
"Handy, & great exchange rates",ease of use,1
"Handy, & great exchange rates",pricing value,1
"Hello, Me the concern that I meet is that I placed an order is it is removed without explanation except that the price to change and that I could earn much more because I bought before much cheaper so forced to re-order so a big scam !!! Not at all reliable I had .. more than 400 € and I found myself with the closed account and 200 euros lost while the price evaluated well above my starting order !!!",ease of use,0
"Hello, Me the concern that I meet is that I placed an order is it is removed without explanation except that the price to change and that I could earn much more because I bought before much cheaper so forced to re-order so a big scam !!! Not at all reliable I had .. more than 400 € and I found myself with the closed account and 200 euros lost while the price evaluated well above my starting order !!!",pricing value,0
"Hello, Me the concern that I meet is that I placed an order is it is removed without explanation except that the price to change and that I could earn much more because I bought before much cheaper so forced to re-order so a big scam !!! Not at all reliable I had .. more than 400 € and I found myself with the closed account and 200 euros lost while the price evaluated well above my starting order !!!",brand satisfaction,0
"Super! Both their site and the products I ordered. Given the situation, delivery was (mostly) fast, which I was able to track throughout anyway. A separate ""plus point"" is wrapping in paper. :)",app performance,1
"Super! Both their site and the products I ordered. Given the situation, delivery was (mostly) fast, which I was able to track throughout anyway. A separate ""plus point"" is wrapping in paper. :)",brand satisfaction,1
"Super! Both their site and the products I ordered. Given the situation, delivery was (mostly) fast, which I was able to track throughout anyway. A separate ""plus point"" is wrapping in paper. :)",delivery speed,1
Well worth the time spent,brand satisfaction,1
since the update the app does not work it just constantly spools,app performance,0
Easy to use and nice clean UI.,ease of use,1
Easy to use and nice clean UI.,app performance,1
"Hi, I cannot download the app, only download until 80% every time",app performance,0
Everything I real like you was out of stock and I need shoes now lol,app performance,0
Easy to find clothes! Free returns! The telephone service will be carefully guided by toll free! The best!,ease of use,1
Easy to find clothes! Free returns! The telephone service will be carefully guided by toll free! The best!,app performance,1
Easy to find clothes! Free returns! The telephone service will be carefully guided by toll free! The best!,pricing value,1
Easy to find clothes! Free returns! The telephone service will be carefully guided by toll free! The best!,competitor comparison,1
Easy to find items and easy to check out,ease of use,1
Easy to find items and easy to check out,app performance,1
I'm on new iPad Pro and app is not switching to horizontal view. Screen stays locked in portrait.,app performance,0
So far didn't had any issues yet. And I hope that I won't have any issues especially for payments.,ease of use,1
So far didn't had any issues yet. And I hope that I won't have any issues especially for payments.,brand satisfaction,1
Fix the status bar and navigation bar colour,app performance,0
"I'm unable to remove the '1' notification alert on the app, there is nothing I can find to read or clear, it's so frustrating. Please put out a fix!",support attitude,0
"I'm unable to remove the '1' notification alert on the app, there is nothing I can find to read or clear, it's so frustrating. Please put out a fix!",app performance,0
"I'm unable to remove the '1' notification alert on the app, there is nothing I can find to read or clear, it's so frustrating. Please put out a fix!",ease of use,0
"Just got this app and am firstly disappointed by its small portrait only size on my iPad. Secondly, when scrolling through my Favourites, if I want to check offers, ingredients etc of a particular product, I am then returned to the first item on the list and have to scroll through maybe fifty items to get back to where I was. So frustrated I went back to the website to finish my order.",app performance,0
"Just got this app and am firstly disappointed by its small portrait only size on my iPad. Secondly, when scrolling through my Favourites, if I want to check offers, ingredients etc of a particular product, I am then returned to the first item on the list and have to scroll through maybe fifty items to get back to where I was. So frustrated I went back to the website to finish my order.",ease of use,0
So fed up with so many of my favourites either unavailable or no longer available. Thinking of changing supermarkets.,competitor comparison,0
Super practical and safe you can navigate through all the options without any problem.,ease of use,1
Super practical and safe you can navigate through all the options without any problem.,app performance,1
Really good experience app easy to use,app performance,1
Really good experience app easy to use,brand satisfaction,1
"Arrived very fast, so comfortable. Brilliant fit and very flattering!",brand satisfaction,1
"Arrived very fast, so comfortable. Brilliant fit and very flattering!",delivery speed,1
well worth checking a comparison saved myself £50,brand satisfaction,1
well worth checking a comparison saved myself £50,pricing value,1
I ordered using the app to collect in store the app said points to be added to card in store. I was told in store that due to pre payment points could not be added . Lost points,app performance,0
I ordered using the app to collect in store the app said points to be added to card in store. I was told in store that due to pre payment points could not be added . Lost points,ease of use,0
Among the best applications on planet earth and in any case far superior to the others in this category.,app performance,1
Among the best applications on planet earth and in any case far superior to the others in this category.,competitor comparison,1
One of the best apps I've used in a long time! Super fast!,competitor comparison,1
One of the best apps I've used in a long time! Super fast!,app performance,1
One of the best apps I've used in a long time! Super fast!,delivery speed,1
Is okay but online connection to bring up the barcode for your card is -2 stars,app performance,0
Is okay but online connection to bring up the barcode for your card is -2 stars,ease of use,0
It deserves less than a star in my opinion. I had to get a package on April 30th and although we are in mid-May it has not yet arrived and the package is not known where it is. I do not recommend this site to anyone. Now I'm waiting for the refund. Organization zero.,app performance,0
It deserves less than a star in my opinion. I had to get a package on April 30th and although we are in mid-May it has not yet arrived and the package is not known where it is. I do not recommend this site to anyone. Now I'm waiting for the refund. Organization zero.,delivery speed,0
"Easy to use, just what you need, fast",ease of use,1
"Easy to use, just what you need, fast",delivery speed,1
Uninstalled as sent me email link to log on and didn't work 3 times.,account access,0
Uninstalled as sent me email link to log on and didn't work 3 times.,app performance,0
I have a very good experience,brand satisfaction,1
"I do use this app all the time to do my shopping and it is good, however I wish they had an option to write notes before we checkout as some of the items you can't pick a colour or shape you just get what you're given. (ie: children's cups, dummys, shape of cake boards etc) if this was changed the application would be perfect also I haven't been able to read any reviews on products for around 2 months now which is frustrating as I purchase on good reviews",app performance,0
They should fix this thing before it gets used by users.,brand satisfaction,0
Nice clothes and delivered quickly,brand satisfaction,1
Nice clothes and delivered quickly,delivery speed,1
Very easy to set up and operate.,ease of use,1
The app is good but I can't make changes,app performance,0
"Best app, best bank. I love it",app performance,1
"Best app, best bank. I love it",brand satisfaction,1
"Best app, best bank. I love it",competitor comparison,1
Very useful comparison that introduced me to companies I would not normally consider.,brand satisfaction,1
"Good app to find new interesting locations, tours, travel advice worldwide",app performance,1
I can not add funds.,ease of use,0
The revised app is great - really convenient and easy to navigate. Love the fact my advantage card is on there now too,ease of use,1
The revised app is great - really convenient and easy to navigate. Love the fact my advantage card is on there now too,app performance,1
The comma seems to have disappeared from the sign-in with your password keyboard. Most inconvenient.,account access,0
Awsome app to look for accomodation,app performance,1
I do not like your app! It is hard to see what is in your cart! Can you please make these adjustments !,app performance,0
I do not like your app! It is hard to see what is in your cart! Can you please make these adjustments !,ease of use,0
I spoke to Lindsey on the phone today and she was really helpful finding a good rating for my gas and electric. She was really chatty which was nice to have so 10/10 customer service. I felt as though she had my best interests at heart.,support attitude,1
Lady was very helpful and I could understand what she was saying to me and if I was not sure she would go though it again with me.,support attitude,1
ordering and paying on my card with the app is a breeze Still loving it!!!,ease of use,1
ordering and paying on my card with the app is a breeze Still loving it!!!,app performance,1
ordering and paying on my card with the app is a breeze Still loving it!!!,brand satisfaction,1
Lovely conversation with sofie who made me feel relaxed and confident regarding my switch,support attitude,1
Great way to search for vacation rentals!,brand satisfaction,1
"It is a very good alternative to transport, especially if you are in another country, what I don't like is that they keep the history and it cannot be erased from your cell phone.",app performance,0
"It is a very good alternative to transport, especially if you are in another country, what I don't like is that they keep the history and it cannot be erased from your cell phone.",brand satisfaction,1
Makes shopping for my girlfriend very easy!,ease of use,1
I love how easy it is to shop and free 1 day shipping!!,ease of use,1
I love how easy it is to shop and free 1 day shipping!!,pricing value,1
I love how easy it is to shop and free 1 day shipping!!,delivery speed,1
Super practical. I'm coming back from South Africa. No pb. I managed my budget well.,brand satisfaction,1
Stress free holidays without bank charges.,ease of use,1
Stress free holidays without bank charges.,pricing value,1
Excellent starter for the beginner level,ease of use,1
Excellent starter for the beginner level,brand satisfaction,1
Best value online shop and fewest subs,app performance,1
Best value online shop and fewest subs,pricing value,1
"Customer Service agent, BETH, assisted me in switching from Solarplicity to Shell Energy. During our telephone conversation, she displayed, total professionalism including good product knowledge to ensure the best deal available. Beth was also very friendly with excellent telephone manners. Thank you. Bill Lang",support attitude,1
Very good app and it would be perfect if you could use face id,app performance,1
Rather practical. But very difficult to reach anyone to comment. cordially,support attitude,0
Rather practical. But very difficult to reach anyone to comment. cordially,ease of use,1
Very useful for traveling abroad.,brand satisfaction,1
Great app and easy to navigate,ease of use,1
Great app and easy to navigate,app performance,1
"Easy to use, very responsive",ease of use,1
"Easy to use, very responsive",delivery speed,1
"Anything you need , you'll find it....very good app",app performance,1
"Anything you need , you'll find it....very good app",brand satisfaction,1
"my app does not appear to schedule travel, how does this work out has no configuration to schedule ???",app performance,0
"my app does not appear to schedule travel, how does this work out has no configuration to schedule ???",ease of use,0
"The program has a problem when I return to my reservations. It enters me to the home page. Previously, this problem did not exist",app performance,0
Easy and saves a lot of money,ease of use,1
Easy and saves a lot of money,pricing value,1
Clean and easy to use,ease of use,1
Easy booking process for my flight and hotel!!,ease of use,1
Excellent no hassle and took all of 20 mins,ease of use,1
Excellent no hassle and took all of 20 mins,delivery speed,1
The app is a quick easy way to shop keep an eye on your account and see what sparks offers are available. Everything all in one spot.,ease of use,1
The app is a quick easy way to shop keep an eye on your account and see what sparks offers are available. Everything all in one spot.,app performance,1
The app is a quick easy way to shop keep an eye on your account and see what sparks offers are available. Everything all in one spot.,delivery speed,1
never have a problem with this app,app performance,1
Easy to use site. My only issue is what's with the 20+ years NCB when you can only amass 9 years?,app performance,1
I found this app really easy to use with no problems. Interestingly much better on my iPhone than when I've previously used my kindle fire. On that tablet it often stalled and gradually slowed down. Much easier now on my phone.,app performance,0
I found this app really easy to use with no problems. Interestingly much better on my iPhone than when I've previously used my kindle fire. On that tablet it often stalled and gradually slowed down. Much easier now on my phone.,ease of use,1
I found this app really easy to use with no problems. Interestingly much better on my iPhone than when I've previously used my kindle fire. On that tablet it often stalled and gradually slowed down. Much easier now on my phone.,app performance,1
I found this app really easy to use with no problems. Interestingly much better on my iPhone than when I've previously used my kindle fire. On that tablet it often stalled and gradually slowed down. Much easier now on my phone.,delivery speed,0
"First time using the app, seems straightforward enough! A lifesaver, means I don't have to drag 3 kids round store!!",ease of use,1
"First time using the app, seems straightforward enough! A lifesaver, means I don't have to drag 3 kids round store!!",app performance,1
"Saved me 300£ first five minutes. Next 25, another few hundred. Best app ever!",app performance,1
"Saved me 300£ first five minutes. Next 25, another few hundred. Best app ever!",pricing value,1
"Saved me 300£ first five minutes. Next 25, another few hundred. Best app ever!",competitor comparison,1
"doesn't work, won't recognise user name and password",account access,0
Spoke to someone to do my energy switch as it was the first time I'd tried it and had a few questions. Lady I spoke to was really knowledgeable and professional. Found me a great deal too and couldn't believe how easy it was. Just wish I'd done this a few years ago as clearly been ripped off staying with the same supplier for years.,support attitude,1
Spoke to someone to do my energy switch as it was the first time I'd tried it and had a few questions. Lady I spoke to was really knowledgeable and professional. Found me a great deal too and couldn't believe how easy it was. Just wish I'd done this a few years ago as clearly been ripped off staying with the same supplier for years.,ease of use,1
Spoke to someone to do my energy switch as it was the first time I'd tried it and had a few questions. Lady I spoke to was really knowledgeable and professional. Found me a great deal too and couldn't believe how easy it was. Just wish I'd done this a few years ago as clearly been ripped off staying with the same supplier for years.,competitor comparison,1
I will strongly recommend this for beginners the only thing i suggest is to add a live chat to help people,support attitude,0
I will strongly recommend this for beginners the only thing i suggest is to add a live chat to help people,ease of use,1
I will strongly recommend this for beginners the only thing i suggest is to add a live chat to help people,app performance,1
I will strongly recommend this for beginners the only thing i suggest is to add a live chat to help people,brand satisfaction,1
Customer service has been very responsive and helpful. Spoke to Jessica on the phone today and helped me out with my enquiries.,support attitude,1
"Drivers constantly accept running and start without you getting into the car. Giant paperwork for refunds and slow phone calls. I lost count of how many times I had to ask for reimbursement - which they still deny and you have to spend time calling. Stay tuned for charges. And the worst ... Anti-ethical practices: institutionalized that in times of dynamic fare the price goes up when you ask for the car And it goes up during the race, without the passenger knowing how much to pay. Thieves",support attitude,0
"Drivers constantly accept running and start without you getting into the car. Giant paperwork for refunds and slow phone calls. I lost count of how many times I had to ask for reimbursement - which they still deny and you have to spend time calling. Stay tuned for charges. And the worst ... Anti-ethical practices: institutionalized that in times of dynamic fare the price goes up when you ask for the car And it goes up during the race, without the passenger knowing how much to pay. Thieves",ease of use,0
"Drivers constantly accept running and start without you getting into the car. Giant paperwork for refunds and slow phone calls. I lost count of how many times I had to ask for reimbursement - which they still deny and you have to spend time calling. Stay tuned for charges. And the worst ... Anti-ethical practices: institutionalized that in times of dynamic fare the price goes up when you ask for the car And it goes up during the race, without the passenger knowing how much to pay. Thieves",pricing value,0
"Very useful app, I use it every time I go to a new place, to choose both restaurant and hotel .. excellent tool !!",app performance,1
"Handy to use , Very informative what more could you want.",brand satisfaction,1
Your excellent products as always. The courier b.t instead painful! But it does not detract from the satisfaction of your products.,brand satisfaction,1
Your excellent products as always. The courier b.t instead painful! But it does not detract from the satisfaction of your products.,delivery speed,0
I had been very happy with the online shipments ... until I got a torn sweater from my sleeve ... I requested a return and I am still waiting ... And still I ordered something else again but I got stained with neck makeup .. I think it does not give me so much confidence buying online through this app ..,support attitude,0
I had been very happy with the online shipments ... until I got a torn sweater from my sleeve ... I requested a return and I am still waiting ... And still I ordered something else again but I got stained with neck makeup .. I think it does not give me so much confidence buying online through this app ..,app performance,0
